# Pathway	4367_Abundance	4368_Abundance	4369_Abundance	4370_Abundance	4371_Abundance	4372_Abundance	4373_Abundance	4374_Abundance	4375_Abundance	4376_Abundance	4377_Abundance	4378_Abundance	4379_Abundance	4380_Abundance	4381_Abundance	4382_Abundance	4383_Abundance	4384_Abundance	4385_Abundance	4386_Abundance	4387_Abundance	4388_Abundance	4389_Abundance	4390_Abundance	4391_Abundance	4392_Abundance	4393_Abundance	4394_Abundance	4395_Abundance	4396_Abundance	4397_Abundance	4398_Abundance	4399_Abundance	4400_Abundance	4401_Abundance	4402_Abundance	4403_Abundance	4404_Abundance	4405_Abundance	4406_Abundance	4408_Abundance	4409_Abundance	4410_Abundance	4412_Abundance	4413_Abundance	4414_Abundance	4416_Abundance	4417_Abundance	4418_Abundance	4419_Abundance	4421_Abundance	4422_Abundance	4423_Abundance	4424_Abundance	4425_Abundance	4426_Abundance	4427_Abundance	4428_Abundance	4429_Abundance	4430_Abundance	4431_Abundance	4432_Abundance	4433_Abundance	4434_Abundance	4435_Abundance	4436_Abundance	4437_Abundance	4438_Abundance
PWY-5005: biotin biosynthesis II	0	0	3.81014e-05	4.54058e-07	8.59138e-06	3.99969e-05	8.31825e-07	0	1.65589e-05	0	1.27706e-05	0	1.25307e-05	1.34798e-06	0	1.98945e-05	1.0012e-06	1.89023e-05	6.02704e-05	2.95469e-05	0	1.97686e-05	1.89916e-05	8.76324e-06	2.82355e-05	0	0	5.09786e-07	7.89273e-06	1.56222e-06	3.47921e-05	0	8.12983e-06	7.443e-07	0	1.50957e-05	1.26922e-05	2.44266e-05	4.84716e-07	0	0	0	8.13482e-07	3.41617e-05	3.98667e-06	0	9.93981e-06	3.81325e-05	1.62345e-05	3.22052e-06	0	0	2.77191e-05	0	2.03289e-05	2.14953e-05	1.98685e-05	0	2.70643e-05	2.24678e-05	3.34777e-05	5.62927e-05	5.51138e-05	0	0	0	7.85518e-06	3.13802e-05
PWY-5022: 4-aminobutanoate degradation V	0	0	7.90042e-05	5.45626e-05	0	2.80327e-07	0	0	2.15906e-05	0.000122729	5.97403e-05	0.00011531	1.91511e-05	7.17602e-05	3.4856e-05	0	5.30868e-05	2.91139e-06	0	3.23369e-05	7.50067e-07	9.28023e-06	2.50042e-05	3.46573e-05	4.75114e-06	0	3.27693e-06	1.22788e-05	9.28378e-05	0	8.7946e-06	0	8.77072e-07	0	0	1.82903e-05	1.07154e-06	1.28746e-05	9.35586e-05	0	4.90571e-05	0	2.7359e-05	1.53518e-05	6.867e-07	2.21886e-05	1.21155e-05	4.03931e-05	2.83675e-05	1.02688e-06	3.99855e-05	0.000160594	1.61617e-06	7.2913e-06	1.13505e-06	7.33059e-06	4.28581e-06	9.67582e-06	4.35777e-06	4.22109e-06	9.28931e-07	1.22404e-06	5.23399e-07	1.79611e-06	4.72334e-06	5.10286e-06	2.89823e-06	0
PWY-5028: L-histidine degradation II	0	0	0	0	0	0	0	0	0	0	0	0	2.30444e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.28899e-07	0	0	2.35332e-07	1.50872e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5030: L-histidine degradation III	4.13458e-06	0	2.64876e-06	4.42113e-06	1.75479e-06	4.53901e-05	7.1619e-07	0	2.58463e-05	0	0	2.35723e-06	6.6365e-05	4.07282e-06	0	0	1.53793e-06	9.72929e-06	1.04677e-06	0	3.49535e-05	5.53952e-06	0	4.0663e-07	1.65205e-05	0	2.80004e-05	1.53634e-06	1.12961e-06	2.18291e-06	4.75629e-05	1.47784e-06	1.22527e-05	1.1624e-06	0	8.01588e-06	2.84667e-05	1.40372e-05	1.49312e-05	0	0	0	6.13195e-06	2.01197e-05	1.89984e-06	1.17732e-05	8.37972e-06	2.50693e-05	1.99955e-05	9.98867e-06	0	0	1.18105e-05	1.71841e-05	1.1842e-05	4.24888e-06	9.45328e-06	1.63811e-05	2.36509e-05	2.53079e-05	6.67144e-06	6.18491e-06	1.0058e-05	2.40606e-05	3.99473e-05	3.94071e-05	1.461e-05	1.26868e-05
PWY-5044: purine nucleotides degradation I (plants)	0	0	0	0	0	0	5.25927e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.94186e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.55263e-06	1.25285e-06	1.68955e-06	0	0	0	0	1.86101e-05	0	0	0	2.18456e-05	0	0	0	0	0	2.9641e-06	0	0	0	0
PWY-5067: glycogen biosynthesis II (from UDP-D-Glucose)	0	0	0	0	0	0	1.473e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9302e-05	0	0	0	0	0	1.37485e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5079: L-phenylalanine degradation III	0	0	0	0	0	0	2.67229e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12596e-05	0	0	0	0	0	1.60396e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5080: very long chain fatty acid biosynthesis I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.37711e-06	0	0	0	0	0	5.73899e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5081: L-tryptophan degradation VIII (to tryptophol)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5083: NAD/NADH phosphorylation and dephosphorylation	0	0	6.94028e-05	6.93145e-05	0.000223335	0.000112669	9.4518e-07	0	5.73278e-05	0.000260814	0.00017711	0.000146681	3.44224e-05	7.56774e-05	6.0448e-05	0.000258266	5.55413e-05	8.36383e-06	3.67344e-05	2.28756e-05	4.91414e-07	1.11292e-05	2.04049e-05	7.83444e-05	8.40537e-06	0.000153334	9.88678e-05	0.000193156	0.000112514	0	1.54815e-05	2.45155e-06	4.65815e-07	1.06755e-06	2.20319e-05	2.27623e-05	1.33841e-07	9.88752e-06	0.000123365	5.75106e-05	7.26907e-05	0	2.5521e-05	3.40636e-05	0.00017187	3.13056e-05	6.46601e-05	9.45146e-05	6.02895e-05	0.000121097	4.59819e-05	0.000278489	2.62027e-06	7.72492e-06	1.97402e-06	7.91402e-06	3.24257e-06	1.0489e-05	4.52782e-06	5.60955e-06	1.20085e-06	2.11021e-06	1.38359e-06	6.85465e-07	2.47832e-06	5.81078e-06	1.60975e-06	5.55421e-07
PWY-5088: L-glutamate degradation VIII (to propanoate)	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86347e-07	0	0	0	0	0	0	0	3.51398e-06	0	0	0	0	0	0	0	0	1.49022e-06	0	0	0	0	1.29851e-06	1.19597e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54423e-06	0	2.34102e-06	1.54156e-06	9.41156e-07	0	4.04707e-06	3.28822e-06	6.14403e-07	1.27418e-06	1.83786e-06	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI	4.04203e-05	0	0.000491978	0.000401912	0.000106637	0.000432278	0.000608704	0.000896299	0.000491839	0.000180804	2.83509e-05	0.000286349	0.000693712	0.000478932	0	3.62147e-05	0.000413345	0.000559721	0.000389252	0.000807333	0.000558957	0.000660264	0.000487458	0.000404357	0.000655721	8.81034e-05	0.000434287	0.000166347	0.00024696	0.000561242	0.000594766	0.000710523	0.000526019	0.000721318	0.000145833	0.000490732	0.000613846	0.000527072	2.1349e-05	0	1.91886e-06	3.70439e-05	0.000472907	0.000553384	2.65828e-05	0.000458485	0.000366965	0.00042736	0.000462869	0.000257223	0.00016771	5.57404e-06	0.000580458	0.000604538	0.000571421	0.000719678	0.000539561	0.000603281	0.000490417	0.000490168	0.000611133	0.000586305	0.000594317	0.000651708	0.00081707	0.000719535	0.000369526	0.000658394
PWY-5100: pyruvate fermentation to acetate and lactate II	0.00127007	2.297e-05	0.000140778	0.000176218	2.81248e-05	0.000371741	0.000272923	0.000297561	0.000209235	0.000277967	0.000168939	1.17696e-05	0.000165643	3.89316e-05	0.000116519	0.000150482	6.91165e-05	0.000224007	0.000224834	2.22331e-05	0.000239863	0.000137724	5.4855e-05	0.00040289	0.000328358	9.73635e-06	0.000262567	4.02512e-05	0.000112152	0.000141001	0.000256969	5.04733e-05	0.00021069	9.61701e-05	0.000165017	0.00011268	0.000246511	0.000271896	0.000142954	0	0.00010539	0.0022126	0.000198942	0.00053781	0.000107878	3.1642e-05	0.000235346	0.000191071	0.000219988	7.12137e-05	0.000155708	0.000172473	0.00024262	0.000173716	0.000241411	0.000245423	0.000271968	0.000173222	0.000213965	0.00022287	0.000248284	0.000255116	0.000202934	0.000221748	0.000131712	0.000164472	0.000225067	0.000204527
PWY-5101: L-isoleucine biosynthesis II	0	0	1.04696e-07	1.05833e-05	1.97471e-07	5.95742e-05	0.00019322	1.68202e-06	0	0	0	4.43411e-06	8.55702e-06	1.10371e-05	0	0	1.8895e-05	4.63148e-05	6.89713e-05	1.22095e-05	3.47828e-05	3.84236e-06	5.7043e-06	2.67072e-05	2.3063e-05	0	1.92225e-05	2.82307e-06	0.000141983	3.99704e-05	3.85841e-05	0	5.80346e-05	0	0	6.94791e-05	0.000162962	4.99819e-05	0	0	0	0	4.79669e-05	0	0	3.92158e-05	0	3.72212e-06	1.54292e-05	2.22131e-06	0	0	6.93213e-05	4.20832e-05	0.000130537	5.88626e-05	5.18223e-05	4.05964e-05	7.03863e-05	8.30085e-05	0.000106447	4.99892e-05	9.89617e-05	3.02164e-05	2.00622e-05	1.52967e-05	3.16872e-05	1.65959e-05
PWY-5103: L-isoleucine biosynthesis III	1.36349e-05	0	0.000114355	0.000327046	0.000291249	0.00039835	0.00042814	5.8657e-06	0.000385601	0	1.59886e-05	0.000154476	0.000546397	0.000300068	0	9.30795e-05	0.000179472	0.000378008	0.000542608	0.000989435	0.000712588	0.000725343	0.000992085	0.000293012	0.000686268	0.000199453	0.000306421	0.000236648	0.000167465	0.000331493	0.000561107	8.68536e-05	0.00028212	9.21753e-06	0.000122017	0.000236151	0.000452151	0.000421685	0.000171263	0	2.15977e-05	6.83789e-06	0.000348408	0.000191304	8.73152e-05	0.000170108	0.00013709	0.000367127	0.000392406	0.000293852	0.00019193	0.000220824	0.000553482	0.000421694	0.000474012	0.000641202	0.000512763	0.00039617	0.000425426	0.000429308	0.000501662	0.000461136	0.000481019	0.000357973	0.000222261	0.000304395	0.000437465	0.000451651
PWY-5104: L-isoleucine biosynthesis IV	0	0	0	3.22398e-05	8.43515e-07	6.36487e-05	0	0	1.07513e-05	0	0	1.05619e-05	1.61188e-05	3.6151e-06	0	1.4694e-06	2.22613e-05	0.000111529	0	0	0.000233585	0.00016073	1.39405e-05	6.04482e-07	9.85763e-05	1.78018e-06	0.000197104	4.28268e-06	8.12649e-06	9.18946e-05	0.000189233	4.77148e-05	0.00020878	0	0	9.39256e-05	0.000144245	0.000227325	3.40517e-06	0	0	0	0.000119029	0	1.01731e-05	3.62829e-06	2.23162e-05	0.000204939	4.60529e-05	5.02122e-05	0	0	0.000169984	4.70161e-05	9.34157e-05	0.000113181	0.000137078	4.82127e-05	0.000167481	0.000175516	6.84045e-05	0.000141241	9.38878e-05	0.000122684	5.52748e-05	3.7038e-05	0.0001372	0.000127699
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	2.35802e-06	0	8.57195e-05	0.000116203	2.74979e-05	4.46574e-05	0	0	0.000131776	5.56705e-06	4.01078e-07	6.25345e-05	6.30763e-05	5.51304e-05	4.58005e-07	0.00011621	5.74261e-05	5.8033e-05	8.05565e-05	5.46799e-05	2.1088e-05	3.3444e-05	4.49291e-05	0.000153985	3.9429e-05	2.22194e-05	7.8559e-05	6.64271e-05	3.21909e-06	3.46396e-05	2.2757e-05	2.94144e-07	0	3.1767e-06	0	4.70599e-05	3.19512e-05	2.9821e-05	4.96138e-05	0	2.07338e-05	0	5.83918e-05	6.39933e-07	6.40371e-06	0.000123627	8.91164e-05	4.19796e-05	4.15869e-05	7.71172e-05	0	5.90931e-06	2.18021e-05	6.84725e-05	7.00123e-05	5.07403e-05	5.56835e-05	7.07093e-05	3.48516e-05	3.48874e-05	4.40584e-05	3.17564e-05	3.90526e-05	5.13562e-05	6.01198e-05	6.14121e-05	5.71371e-06	1.41193e-05
PWY-5129: sphingolipid biosynthesis (plants)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27822e-05	0	0	0	0	0	9.11591e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)	0	0	2.59755e-05	1.09019e-05	3.67758e-05	2.49368e-05	0	0	8.12814e-06	0	0	8.28711e-05	9.72878e-06	5.68226e-06	0	4.81435e-05	4.71933e-06	7.74086e-06	1.00247e-05	7.40591e-06	1.59066e-05	1.35032e-05	1.20043e-05	5.59421e-05	1.37797e-05	7.64476e-06	8.7164e-05	2.69613e-05	3.50694e-06	7.49457e-06	2.42784e-05	1.01406e-07	5.64442e-06	7.55926e-07	0	2.17323e-05	4.72269e-06	2.34606e-05	1.27806e-05	0	0	0	3.56025e-05	0	0.000102459	2.37975e-06	2.16572e-05	7.30907e-06	2.62655e-05	2.43822e-05	0	0	5.10169e-06	1.40388e-05	7.33558e-06	2.84039e-05	1.00507e-05	1.24345e-05	9.4428e-06	9.1578e-06	5.5225e-06	1.12229e-05	5.85325e-06	1.08293e-05	8.56009e-06	1.56434e-05	9.49636e-06	8.95415e-06
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation	0	0	2.03873e-05	2.53145e-06	3.96447e-05	1.93194e-05	3.84982e-07	0	5.66142e-06	0	0	7.6022e-05	4.52864e-06	5.52879e-06	0	4.69587e-05	3.5507e-06	7.07909e-07	6.62022e-06	4.89492e-06	0	4.56623e-07	2.92868e-06	4.71254e-07	1.01702e-06	4.75237e-06	3.27717e-05	2.00685e-05	4.66017e-07	0	2.02699e-06	7.14261e-08	8.25126e-08	0	0	1.50349e-06	0	5.43754e-06	1.30184e-05	0	6.20526e-06	0	7.18739e-07	0	0.000107412	1.09212e-06	2.06351e-05	5.90344e-06	1.53213e-07	1.73456e-05	0	0	4.79754e-07	7.4094e-07	1.14175e-07	1.82668e-06	7.81837e-07	7.13279e-07	9.76991e-07	4.13649e-07	1.74758e-07	9.44453e-07	0	0	4.639e-07	5.14446e-07	2.95913e-07	0
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	0	0	0.000156014	8.64138e-05	0.000209757	0.000220029	2.10403e-06	0	0.000142289	2.99132e-07	2.34993e-05	0.000174761	6.76273e-05	0.000280735	0	0.000167912	0.000131886	8.00084e-05	0.000230421	4.18634e-05	2.59391e-05	2.30592e-05	4.61612e-05	2.96508e-05	8.33989e-05	0.000163817	0.00017942	0.000208939	0.000101737	6.34738e-05	7.68384e-05	4.04806e-06	1.29661e-05	2.9912e-06	0	0.00018209	7.1416e-05	0.000127187	4.88228e-05	0	0	2.71787e-06	8.10654e-05	8.07051e-05	0.000188504	9.25941e-05	9.62071e-05	0.00012836	5.56336e-05	0.000143176	4.10977e-05	1.32595e-06	0.00012965	7.41788e-05	0.000102272	0.000107872	0.000120723	7.70096e-05	0.000120698	0.000128811	0.000128779	0.00011901	0.000112308	5.11245e-05	0.000103851	4.48421e-05	5.05776e-05	2.39635e-05
PWY-5173: superpathway of acetyl-CoA biosynthesis	2.58023e-06	4.2978e-05	2.02563e-05	9.78971e-06	0.000112518	8.25802e-05	1.21873e-06	0	2.35962e-05	0.000240797	0.000352893	5.51077e-05	1.60305e-05	1.55103e-05	8.02835e-05	0.00023208	7.55732e-06	5.81453e-06	1.55561e-05	7.49424e-06	0	3.13998e-06	4.97389e-06	5.4539e-05	3.04398e-06	3.53173e-05	2.06085e-05	4.11794e-05	6.88455e-05	0	6.65386e-06	2.54435e-06	8.36034e-08	8.12102e-05	3.09148e-05	1.70813e-06	2.05435e-07	2.55748e-06	0.000130777	3.73442e-05	7.95399e-05	1.82266e-05	2.06608e-06	5.93407e-05	7.47251e-05	1.62654e-05	3.64089e-05	2.86122e-05	3.08656e-05	5.19332e-05	0.000219823	0.000290599	5.60349e-07	2.66369e-05	6.30466e-07	4.39996e-06	2.0781e-06	2.64254e-05	2.23408e-06	1.95319e-06	4.28848e-07	1.89344e-06	8.40471e-07	1.81906e-06	4.9012e-07	3.02322e-06	1.08438e-06	5.73831e-07
PWY-5177: glutaryl-CoA degradation	0	0	9.48181e-06	0.000133552	1.43333e-06	1.93242e-05	0	0	7.71957e-06	0	0	1.756e-05	7.45021e-06	4.78489e-06	0	0	3.96214e-06	0.000124627	7.87616e-06	8.26258e-06	7.25172e-05	3.94841e-05	2.34765e-05	7.79803e-05	0.000215372	0	5.57664e-05	1.02635e-05	2.72092e-06	5.43536e-05	7.11162e-05	1.25027e-07	4.28338e-05	0	0	6.17823e-05	0.000150001	0.000143107	0	0	0	0	0.000117969	0	0	1.58439e-06	0	6.55416e-06	0.000106535	4.2092e-06	0	0	0.000137858	7.64516e-05	0.00014474	0.000166283	0.000190773	7.98253e-05	0.000108268	0.000112813	0.000168987	0.000164005	0.000148784	0.000128856	9.26234e-05	0.00012697	0.000152544	0.00011828
PWY-5179: toluene degradation V (aerobic) (via toluene-cis-diol)	0	0	0	0	0	1.14748e-07	0	0	0	0	0	0	3.38249e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.74616e-08	1.07287e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5180: toluene degradation I (aerobic) (via o-cresol)	0	0	0	0	0	4.88818e-05	0	0	9.42932e-06	0	0	0	2.13131e-05	0	0	0	0	0	0	0	0	2.30468e-06	0	0	0	0	3.72904e-05	0	0	0	5.37585e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49501e-05	3.26774e-05	2.07874e-05	1.24213e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5181: toluene degradation III (aerobic) (via p-cresol)	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13489e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5182: toluene degradation II (aerobic) (via 4-methylcatechol)	0	0	0	0	0	4.88818e-05	0	0	9.42932e-06	0	0	0	2.13131e-05	0	0	0	0	0	0	0	0	2.30468e-06	0	0	0	0	3.72904e-05	0	0	0	5.37585e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49501e-05	3.26774e-05	2.07874e-05	1.24213e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	7.37304e-06	7.14859e-06	0.000198195	7.13414e-05	0.000158781	0.000236429	0.000499276	1.00249e-06	0.000192381	0.000241522	0.000343851	0.000127296	0.000229566	0.00012641	8.26757e-05	0.000176585	0.00017447	0.000142989	0.000202033	0.000674235	0.000366727	0.000198074	0.000258078	8.03051e-05	0.000314223	0.000192153	0.0002372	0.000162936	8.59316e-05	0.000408784	0.000292371	5.64683e-05	0.000210499	2.55216e-06	0.00013791	0.000233671	0.000221198	0.000188851	0.000141463	3.34038e-05	5.93998e-05	1.34324e-06	0.000148519	0.000295931	0.000165248	7.80468e-05	6.619e-05	0.000219438	0.000133866	9.80248e-05	0.000211942	0.000242346	0.000222934	0.000175664	0.000293669	0.000471769	0.000259437	0.000166569	0.000254406	0.000252711	0.000224768	0.000265999	0.000303822	0.000178642	6.8975e-05	0.000112079	0.000157034	0.000295801
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	4.30198e-06	0	7.57231e-05	4.93763e-05	0.000247321	5.29516e-05	6.55401e-07	0	2.0907e-05	0	0.000332257	0.00012641	2.88363e-05	4.92626e-05	0	0.000158434	7.85416e-05	6.89944e-06	3.83586e-05	3.58114e-05	2.1659e-05	1.47101e-05	2.45954e-05	6.79853e-05	1.08435e-05	0.000213023	7.63552e-05	0.000175852	4.15208e-05	4.04293e-05	4.32307e-05	2.52271e-06	5.32735e-05	0	4.23429e-05	7.07678e-05	1.04871e-06	2.1481e-05	5.39852e-05	3.3206e-05	1.64115e-05	8.55436e-06	4.41893e-05	0.00014966	0.000195468	3.16008e-05	6.65583e-05	3.22675e-05	3.26924e-05	8.40211e-05	6.48338e-05	4.61367e-07	4.04139e-05	8.6653e-05	1.65403e-05	2.63346e-05	1.32615e-05	8.5423e-05	2.45567e-05	2.45011e-05	1.81936e-05	3.41494e-05	1.2652e-05	1.93738e-05	6.32902e-06	2.39516e-05	1.4228e-05	8.45983e-06
PWY-5198: factor 420 biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20427e-06	0	0	0	0	1.339e-06	0	0	0	7.89769e-07	0	0	0	0	0	0	1.42377e-06	0	0	0
PWY-5265: peptidoglycan biosynthesis II (staphylococci)	0	0	1.47627e-06	0	0	1.11292e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45172e-05	0	0	0	0	0	0	0	0	0	0	7.26396e-05	0	0	0	0	0	0	0	0	6.58688e-06	0	0	0	0	0	0	2.7514e-05	4.83658e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5304: superpathway of sulfur oxidation (Acidianus ambivalens)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95506e-05	0	0	0	0	0	1.72067e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5306: superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85746e-05	0	0	0	0	0	1.07666e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	0	0	2.7928e-05	6.1936e-05	2.17935e-05	0.000108996	4.17983e-06	0	7.54776e-05	0	1.30858e-05	1.77406e-05	5.86913e-05	4.41433e-05	0	1.50922e-06	3.88629e-05	1.41744e-05	3.97508e-05	1.81219e-05	2.72971e-05	2.4604e-05	2.64835e-05	2.01072e-05	1.47528e-05	4.9666e-06	9.91857e-05	1.86849e-05	2.88234e-05	2.1855e-06	4.71313e-05	5.32857e-06	4.72548e-07	2.80751e-06	0	4.99636e-05	2.1908e-05	1.9691e-05	2.57195e-05	0	3.77361e-05	0	3.87713e-05	4.33352e-05	1.54409e-06	3.08925e-05	4.84329e-05	0.00012741	0.000127895	4.9616e-05	8.23777e-05	1.06002e-05	4.34478e-05	3.99392e-05	2.7123e-05	1.50703e-05	1.44286e-05	3.39737e-05	4.6603e-05	4.65574e-05	2.50032e-05	1.01361e-05	1.36801e-05	2.0771e-05	5.32382e-05	4.04602e-05	6.46517e-05	8.45911e-07
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	1.26201e-05	0	9.35544e-05	0.000182707	9.16351e-05	0.000270727	0.000145259	0	0.000259721	0.000317896	0.000447656	6.18599e-05	0.000210816	7.86922e-05	0.000107699	0.000333247	0.000111853	0.000193805	0.000164921	0.000111507	0.000175728	0.000355289	0.000113055	0.000176884	0.000193175	2.00755e-05	0.000196083	9.84861e-05	0.000114045	0.000124578	0.00033526	2.43617e-05	0.000142919	1.20108e-05	3.71049e-05	0.000131243	0.000280745	0.000251415	0.000186793	3.7579e-05	0.000108839	6.36231e-06	0.000211101	0.000363378	7.92549e-05	0.000141814	0.000176698	0.000183199	0.000165747	0.000140503	4.46487e-05	0.000418044	0.000232621	0.000106351	0.000245073	0.000379391	0.000281232	9.01046e-05	0.000194312	0.000196465	0.000225796	0.000269075	0.000255447	0.000165321	0.00010432	0.000129868	0.000146866	0.000265914
PWY-5367: petroselinate biosynthesis	9.56581e-06	0	3.37552e-05	1.37943e-06	2.52276e-06	8.59796e-05	3.82522e-07	0.00011455	9.21104e-06	5.54534e-07	1.08728e-05	0	4.25006e-06	2.80247e-06	0	1.66958e-05	1.09358e-07	0	4.36439e-05	2.71807e-05	0.000144272	1.02692e-05	3.1568e-06	0.000225271	2.52786e-05	0	8.89519e-05	2.34118e-05	4.80726e-05	5.51053e-05	5.98335e-05	7.29308e-06	0	7.52175e-05	8.76272e-05	0	2.94743e-05	0.000107121	1.42405e-05	0	1.70553e-06	1.57081e-05	1.7474e-05	0.000165567	7.96451e-06	1.43195e-06	4.8733e-05	1.77872e-06	1.81245e-05	2.84981e-05	5.59963e-05	0	6.20932e-05	7.30108e-05	3.50501e-05	8.14909e-05	5.63524e-05	7.27455e-05	3.96313e-05	3.36558e-05	4.23227e-05	7.8745e-05	5.75339e-05	0.000123876	7.39617e-05	0.000149803	0.00012269	6.99458e-06
PWY-5381: pyridine nucleotide cycling (plants)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08596e-05	0	0	0	0	0	1.48515e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	3.91514e-06	0	3.58735e-05	2.73259e-05	0.000137388	1.37883e-05	1.26459e-06	0	3.66741e-05	0	6.4622e-07	5.56892e-05	3.77191e-05	2.2066e-05	0	7.72933e-05	2.73173e-05	2.16028e-06	3.03517e-05	1.16319e-05	7.30625e-07	4.72464e-06	1.06327e-05	8.36201e-06	3.29305e-06	9.46979e-05	0.000130984	8.72875e-05	8.18392e-07	9.60936e-07	2.67142e-05	2.64955e-06	1.43534e-07	8.03894e-05	0	1.2145e-05	0	5.88739e-06	3.50112e-05	0	1.74136e-05	0	9.67619e-06	2.88196e-05	0.000122903	2.36545e-05	4.09398e-05	9.99333e-05	1.66622e-06	4.73831e-05	0	7.42383e-07	9.89393e-07	3.27409e-05	1.88988e-05	3.55946e-06	4.39967e-06	3.56427e-05	3.50615e-05	3.6132e-05	5.23714e-06	4.66988e-06	9.13048e-06	4.68372e-06	4.81358e-06	1.43174e-06	6.80362e-06	3.2889e-07
